label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
0,0,0.023217,0.56,0.16,0.673578,0,0,0.66,0,0,0,0,0.3,26,1486,2997,415844,664216,664522,665047,676733,677367,677371,732338,738145,1147589,1150512,1150586,1163834,1528989,1529037,1533924,1536018,1536760,1934144,1934164,1934400,2022801,2022897
0,0,0.006633,0.01,0,0.230937,0.16,0.01,0.02,0.028,0,0.1,0,0,14,1480,2032,418542,664233,664521,664771,676734,677367,677610,732185,737432,1147446,1150513,1150590,1163036,1528984,1529011,1533937,1536021,1536022,1934144,1934163,1935115,2022803,2023461
0,0,0.825871,0,0,0,0,0,0.1,0,0,0,0,0,15,1475,2483,416158,664218,664522,664617,676733,677368,677371,732193,737898,1147419,1150512,1151612,1163544,1528990,1529637,1533924,1536018,1536501,1934144,1934167,1934728,2022801,2022897
0,0.1,0.004975,0.01,0,0.002938,0,0.02,0,0,0.1,0.1,0,0,14,1502,90904,491145,664216,664522,666763,676733,677367,681331,733151,829041,1148311,1150513,1150587,1252379,1528989,1529015,1533937,1536019,1624984,1934144,1934164,1972452,2022815,2053572
1,0,0.003317,0,0,0,0,0,0,0,0,0,0,0,15,1475,2189,415802,664217,664523,664553,676734,677368,677371,732102,737592,1147339,1150512,1152592,1163218,1528990,1529213,1533924,1536018,1536196,1934144,1934163,1934353,2022801,2022897
0,0,0.003317,0,0,0.209313,0.194,0.04,0,0.1,0,0.1,0,0,14,1629,5014,419711,664216,664523,670039,676736,677367,679353,732774,740488,1147999,1150513,1153008,1166507,1528985,1530077,1533924,1536018,1539190,1934144,1934163,1934439,2022801,2022897
0,0,0.003317,0.02,0,0.067719,0,0,0,0.39,0,0,0,0,14,1486,2036,415613,664216,664522,665570,676733,677367,677371,732086,737437,1147333,1150512,1150557,1163041,1528986,1529017,1533924,1536018,1536027,1934144,1934164,1934191,2022801,2022897
0,0,1,0,0.02,0.046797,0.02,0.01,0.02,0.01,0,0.1,0,0.02,14,1475,2093,415662,664216,664524,664550,676735,677367,677555,732087,737479,1147334,1150512,1150940,1163090,1528984,1529163,1533924,1536018,1536070,1934144,1934163,1934236,2022801,2022897
0,0,0.281924,0,0,0.003094,0.484,0.06,0.02,0.018,0,0.1,0,0,16,1508,2033,415607,664216,664523,664582,676734,677367,677383,732131,737433,1147385,1150518,1150585,1163037,1528982,1529049,1533924,1536018,1536023,1934144,1934169,1934181,2022801,2022897
0,0,0.011609,0.03,0.04,0.041734,0.048,0.19,0.12,0.14,0,0.5,0,0.04,14,1475,252157,416377,664217,664522,668698,676734,677367,677742,735390,1013923,1148316,1150513,1153052,1168901,1528982,1529603,1533924,1536018,1794026,1934144,1934171,1934671,2022801,2022897
0,0,0.063018,0,0.18,0.633687,0,0,0.82,0.02,0,0,0,0.18,15,1496,2038,415609,664216,664524,665565,676733,677367,677371,732440,737439,1147686,1150512,1150650,1163044,1528982,1529039,1533924,1536018,1536030,1934144,1934163,1934184,2022801,2022897
1,0.1,0.006633,0.03,0.02,0.00225,0.02,0.24,0.76,0.142,0.2,0.5,0,0.02,15,1476,2152,415769,664219,664522,664571,676735,677367,677534,732092,737556,1147341,1150514,1150998,1163177,1528982,1529021,1533925,1536021,1536162,1934144,1934164,1934334,2022802,2023002
0,0,0.016584,0.05,0,0.091656,0.31,0.02,0.06,0.066,0,0.2,0,0,15,1594,2032,559996,664219,664522,666721,676734,677367,677371,734636,737432,1148415,1150512,1151009,1467869,1528984,1529167,1533945,1536019,1536022,1934144,1934164,1935986,2022815,2023842
0,0,0.023217,0.06,0.02,0.067172,0.08,0.19,0.04,0.05,0,0.7,0,0.04,15,1484,2032,415721,664216,664524,664936,676733,677367,677371,732618,737432,1147616,1150513,1151019,1164276,1528988,1529280,1533925,1536019,1536022,1934144,1934165,1934182,2022803,2023037
0,0,0.121061,0.07,0.04,0.101844,0.052,0.23,0.04,0.024,0,0.2,0,0.04,14,1484,2032,415606,664216,664522,664677,676733,677367,677377,732198,737432,1147373,1150513,1150592,1163036,1528988,1529013,1533925,1536019,1536022,1934148,1934164,1942595,2022803,2023128
0,0,0.016584,0.32,0.46,0.494453,0.082,0.15,0.28,0.048,0,0,0,0.46,14,1484,2065,415610,664216,664523,666181,676733,677367,677891,732287,737467,1147546,1150512,1150603,1163078,1528987,1529003,1533925,1536020,1536060,1934144,1934164,1934182,2022803,2022907
1,0,0.004975,0.02,0.16,0.0255,0.112,0.16,0.74,0.112,0,0.4,0,0.16,15,1481,2035,415610,664216,664523,665424,676739,677367,677405,732110,737436,1147359,1150512,1150742,1163040,1528982,1529012,1533930,1536020,1536026,1934144,1934163,1934182,2022803,2022904
0,0,0.011609,0.01,0.02,0.000156,0,0,0.02,0.002,0,0,0,0.02,15,1521,2032,657990,664216,664521,667992,676733,677367,677371,734254,737432,1149200,1150512,1150673,1163036,1528986,1529043,1533925,1536021,1536022,1934144,1934163,1951396,2022808,2038417
0,0,0.477612,0,0.04,0.053875,0.136,0.15,0.78,0.178,0,0.2,0,0.06,14,1704,2033,415607,664216,664522,664716,676735,677367,685278,732123,737433,1147377,1150514,1152932,1163037,1528982,1529403,1533924,1536018,1536023,1934144,1934165,1934181,2022801,2022897
0,0,0.004975,0.06,0.16,0.316953,1,0.02,0.18,0.64,0,0.1,0,0.16,14,1553,2038,415609,664217,664522,664750,676733,677367,679030,732165,737439,1147423,1150514,1151693,1163044,1528982,1529319,1533924,1536018,1536030,1934144,1934170,1934184,2022801,2022897
1,0,0.003317,0.02,0,0.643563,0,0,0,0.206,0,0,0,0,14,1484,2035,415610,664217,664525,670871,676733,677367,681744,734630,737436,1149494,1150512,1150603,1163040,1528982,1529003,1533925,1536019,1536026,1934144,1934163,1934182,2022803,2022908
0,0,0.011609,0.08,0.1,0.1385,0.228,0.17,0.24,0.514,0,0.3,0.2,0.22,15,1475,2032,416396,664216,664524,664547,676733,677367,677371,732232,737432,1147342,1150513,1150538,1164789,1528988,1529265,1533924,1536018,1536022,1934144,1934170,1934211,2022801,2022897
0,0,0.112769,0.29,0.02,0.121516,1,0.01,0.02,0.044,0,0.1,0,0.02,14,1481,2035,415610,664216,664525,666392,676733,677367,682002,732692,737436,1147926,1150518,1150570,1163040,1528984,1529012,1533930,1536020,1536026,1934144,1934164,1934182,2022803,2022904
0,0,0.064677,0,0,0.539109,0.32,0,0.12,0.102,0,0,0,0,15,1518,2046,415626,664217,664523,664558,676735,677367,677498,732109,737447,1147339,1150513,1150790,1163054,1528984,1529133,1533924,1536018,1536039,1934144,1934163,1934200,2022801,2022897
0,0,0.378109,0.05,0,0.022562,0.064,0.07,0.06,0.024,0,0.4,0,0,16,1502,25005,441176,664217,664525,665064,676733,677367,677371,732442,760793,1147688,1150518,1151888,1187563,1528982,1529015,1534095,1536021,1559918,1934144,1934164,1934179,2022803,2022898
0,0,0.023217,0.01,0.02,0.1165,0.69,0.09,0.28,0.724,0,0.3,0,0.06,15,1508,2033,415607,664216,664523,664677,676734,677367,677373,732298,737433,1147373,1150518,1150585,1163037,1528987,1529049,1533924,1536018,1536023,1934144,1934164,1934181,2022801,2022897
0,0,0.003317,0,0,0,0,0,0.08,0.078,0,0,0,0,15,1475,2044,415620,664216,664523,664666,676735,677368,677371,732329,737445,1147348,1150512,1152131,1163050,1528990,1529044,1533924,1536018,1536036,1934145,1934163,1934196,2022801,2022897
0,0,0.004975,0.2,0.4,0.022516,0.06,0.07,0.62,0.06,0,0.1,0,0.44,15,1490,2042,415618,664216,664522,666335,676734,677367,678296,732598,737443,1147844,1150512,1150579,1163048,1528982,1529008,1533925,1536020,1536034,1934146,1934166,1934195,2022804,2022906
0,0,0.011609,0,0,0.142063,1,0.01,0.84,0.292,0,0.1,0,0,22,1615,2032,415606,664218,664522,665322,676733,677367,677413,732488,737432,1147732,1150512,1151663,1163036,1528984,1529767,1533924,1536018,1536022,1934144,1934167,1934178,2022801,2022897
0,0,0.006633,0.03,0,0.250688,0,0,0,0,0,0,0,0,16,1484,2035,415610,664216,664525,664622,676733,677367,677654,732125,737436,1147379,1150512,1150603,1163040,1528982,1529003,1533925,1536019,1536026,1934144,1934163,1934182,2022803,2022908
1,1,0.006633,1,0.3,0.003844,0.044,0.42,0.68,0.152,0.1,0.5,0,0.44,15,1502,82452,422892,664216,664522,664789,676733,677367,677379,732198,815605,1147373,1150512,1150620,1171719,1528982,1529015,1534788,1536021,1616782,1934146,1934164,1939828,2022803,2023150
0,0.1,0.003317,0.42,0.28,0.004719,0.076,0.25,0.76,0.18,0.1,0.3,0,0.76,14,1481,44337,416877,664216,664522,664622,676733,677367,677723,732125,769306,1147379,1150513,1150544,1166175,1528982,1528997,1533925,1536019,1539124,1934144,1934165,1934182,2022803,2023840
1,0,0.008292,0.01,0.04,0.022516,0.052,0.04,0.4,0.064,0,0.2,0,0.04,14,1477,2048,415624,664219,664522,664611,676733,677367,677381,732115,737449,1147367,1150513,1150571,1163062,1528982,1529005,1533925,1536019,1536041,1934146,1934164,1934189,2022802,2022901
1,0.15,0.003317,0,0,0.010406,0.008,0.14,0,0.602,0.1,0.6,0.3,0,14,1484,2084,415672,664219,664522,664686,676733,677367,683327,732194,737490,1147451,1150512,1150595,1163101,1528988,1529013,1533925,1536019,1536083,1934144,1934164,1934241,2022803,2024592
0,0.05,0.031509,0.02,0.06,0.000016,0.008,0.01,0.04,0.098,0.1,0.1,0,0.06,17,1475,31610,421650,664217,664524,664584,676735,677367,677692,732092,767417,1147341,1150513,1156315,1170089,1528984,1530991,1533924,1536018,1543567,1934144,1934164,1938422,2022801,2022897
0,0,0.003317,0.24,0,0.226344,0.808,0.06,0.04,0.098,0,0.2,0,0.04,15,1479,2032,415606,664217,664526,665013,676733,677367,677411,732151,737432,1147406,1150523,1150875,1163036,1528982,1528994,1533926,1536021,1536022,1934144,1934163,1976160,2022817,2055900
0,0,0.004975,0.02,0.02,0.459844,0.12,0.01,0.02,0.12,0,0.1,0,0.02,14,1555,3111,417065,664216,664521,665623,676734,677367,677594,733039,738543,1148215,1150513,1151025,1164299,1528984,1529083,1533925,1536020,1537179,1934144,1934168,1935530,2022805,2023583
1,0,0.008292,0,0,0.163766,0,0,0.08,0.004,0,0,0,0,14,1496,2047,415609,664216,664524,666286,676744,677367,678051,733076,737448,1147551,1150514,1150803,1163060,1528982,1529055,1533924,1536018,1536040,1934144,1934163,1934184,2022801,2022897
0,0.15,0.004975,0.27,0.52,0.000391,0.074,0.14,0.44,0.216,0,0.3,0,0.52,14,1594,2032,434621,664221,664522,665234,676733,677367,677374,733869,737432,1147832,1150514,1151301,1180643,1528982,1529167,1533933,1536021,1698573,1934145,1934164,1944506,2022815,2036125
0,0.15,0.026534,0.02,0.04,0.000672,0.004,0.09,0.2,0.078,0.1,0.2,0,0.04,15,1481,242592,424945,664217,664521,667625,676733,677367,677874,732870,953799,1148081,1150513,1150544,1171282,1528982,1528997,1533928,1536021,1550535,1934144,1934163,1938585,2022803,2026268
0,0,0.00995,0.02,0.12,0.367063,0,0,0,0,0,0,0,0.2,15,1486,2036,415613,664216,664522,664574,676735,677367,677443,732141,737437,1147369,1150512,1150586,1163041,1528984,1529037,1533924,1536018,1536027,1934144,1934163,1934191,2022801,2022897
1,0.2,0.003317,0,0,0.001187,0,0.04,0,0,0.1,0.1,0,0,14,1480,2032,415606,664216,664522,664556,676733,677367,677988,732087,737432,1147334,1150512,1150552,1163036,1528982,1528998,1533925,1536021,1536022,1934148,1934163,1934178,2022802,2022897
1,1,0.004975,0.02,0,0.002406,0.008,1,0.64,1,0.1,1,0,0,14,1478,6158,421153,664216,664527,664648,676733,677367,677398,732088,741691,1147337,1150513,1150572,1167781,1528988,1528993,1533945,1536021,1540442,1934145,1934168,1934179,2022805,2022898
0,0.05,0.008292,0.01,0.02,0.012,0.052,0.04,0.44,0.482,0.1,0.4,0,0.02,14,1512,106800,415963,664216,664522,665577,676734,677367,677892,732321,824869,1147574,1150513,1150654,1164370,1528983,1529024,1533925,1536020,1541301,1934144,1934165,1934423,2022803,2023621
1,0,0.004975,0.02,0,0.160953,0.042,0.02,0.02,0.022,0,0.1,0,0,90,1537,8334,423778,664217,664521,671098,676738,677367,684536,734784,743903,1149600,1150513,1150693,1170146,1528982,1529054,1533925,1536019,1542773,1934144,1934163,1938784,2022803,2026897
0,0.15,0.004975,1,0.14,0.002531,0.088,0.04,0.94,0.218,0.1,0.2,0,0.88,18,1483,2728,416549,664216,664522,664729,676733,677367,677833,732116,738158,1147368,1150513,1150543,1163846,1528983,1528996,1534002,1536019,1536773,1934144,1934165,1934179,2022806,2022898
1,0,0.008292,0.01,0.38,0.045531,0.902,0.06,0.98,0.214,0,0.1,0.1,0.38,14,1581,2033,415607,664221,664523,665145,676733,677367,677389,733977,737433,1147961,1150512,1151488,1163037,1528987,1529424,1533924,1536018,1536023,1934147,1934164,1934181,2022801,2022897
0,0.05,0.023217,0.67,0.04,0.000438,0.004,0.15,0.04,0.422,0.1,0.5,0,0.04,14,1594,2032,415606,664216,664522,665142,676733,677367,685438,732687,737432,1147921,1150513,1150939,1163036,1528982,1529167,1534129,1536019,1536022,1934144,1934164,1934179,2022815,2023952
0,0,0.588723,0.08,0.1,0.024141,0.274,0,0.14,0.024,0,0,0,0.1,17,1560,2061,415642,664216,664522,664585,676733,677367,678960,732118,737463,1147371,1150514,1151220,1163075,1528982,1529097,1533925,1536019,1536056,1934144,1934165,1934215,2022810,2022978
1,0,0.268657,0,0.04,0.015984,0,0,0.26,0.072,0,0,0,0.04,19,1708,2032,415606,664218,664522,671381,676734,677367,677371,735457,737432,1150049,1150513,1153303,1163036,1528986,1529419,1533924,1536018,1536022,1934145,1934163,1934178,2022801,2022897
0,0,0.162521,0.03,0.04,0.209313,1,0.03,0.04,0.758,0,0.2,0,0.04,16,1496,2037,415609,664216,664522,664556,676733,677367,677555,732087,737438,1147334,1150513,1150740,1163042,1528982,1529055,1533924,1536018,1536028,1934145,1934163,1934184,2022801,2022897
0,0.2,0.058043,0.03,0.1,0.022297,0.086,0.06,0.14,0.032,0,0.1,0,0.1,14,1684,33621,416667,664216,664522,665642,676735,677367,677371,732722,769630,1147591,1150513,1151555,1167227,1528982,1529343,1533924,1536018,1568648,1934144,1934170,1934943,2022801,2022897
1,0.3,0.004975,0.23,0,0.000078,0,0.11,0,0,0.1,0.2,0,0,14,1478,2032,415606,664216,664521,664552,676733,677367,677371,732101,737432,1147346,1150514,1150554,1163036,1528982,1528993,1534222,1536021,1536022,1934144,1934165,1934178,2022805,2055571
0,0,0.134328,0.04,0.44,0.187891,0,0,0.84,0.044,0,0,0,0.44,14,1496,2037,415609,664218,664522,664559,676733,677367,677416,732104,737438,1147343,1150513,1150653,1163042,1528982,1529039,1533924,1536018,1536028,1934144,1934163,1934184,2022801,2022897
0,0,0.192371,0.01,0,0.116297,0,0,0.04,0.1,0,0,0,0,14,1611,2511,415697,664219,664522,664580,676733,677367,677371,732170,737644,1147395,1150512,1150761,1163259,1528986,1529189,1533924,1536018,1536232,1934144,1934164,1934182,2022801,2022897
0,0,0.004975,0.01,0,0.140953,0.088,0.02,0,0.024,0,0.1,0,0,14,1497,2034,415607,664216,664522,664584,676733,677367,677639,732092,737435,1147341,1150513,1150625,1163039,1528983,1529040,1533924,1536018,1536025,1934144,1934164,1934181,2022801,2022897
0,0,0.063018,0.04,0.04,1,0,0,0.1,0.004,0,0,0,0.08,14,1507,2032,434285,664217,664522,665075,676733,677368,695535,732148,737432,1147404,1150512,1150682,1163036,1528982,1529033,1533965,1536019,1536022,1934145,1934168,1934805,2022807,2023181
0,1,0.018242,0,0,0.002766,0,0.65,0.4,0.036,0.1,0.2,0,0,14,1475,2229,415854,664216,664522,664794,676733,677367,683488,732174,737639,1147432,1150512,1151112,1163263,1528982,1529201,1533924,1536018,1536234,1934144,1934165,1934286,2022801,2022897
0,0,0.00995,0.04,0.08,0.029969,0.178,0.07,0.24,0.178,0,0.1,0.1,0.08,16,1516,117072,429397,664216,664522,665230,676733,677367,678043,732270,853677,1147530,1150512,1150683,1277402,1528982,1529038,1533926,1536021,1654303,1934144,1934164,1939765,2022811,2026248
0,0,0.207297,0.75,0.1,0.316,0,0,0.6,0,0,0,0,0.56,14,1653,2530,415928,664216,664522,664642,676733,677367,677390,732107,737945,1147356,1150512,1151577,1163597,1528982,1529269,1533924,1536018,1536551,1934146,1934163,1934333,2022801,2022897
0,0,0.026534,0.01,0.1,0.024313,0.156,0.09,0.4,0.052,0,0.1,0,0.3,18,1481,2032,416364,664216,664522,664616,676733,677367,677536,732709,737432,1147438,1150513,1150544,1163036,1528982,1528997,1534758,1536021,1536022,1934144,1934164,1934182,2022803,2022897
0,0,0.039801,0.15,0.02,1,0,0,0.1,0.012,0,0,0,0.02,16,1480,78398,415719,664219,664525,672555,676733,677368,678550,733717,813931,1148584,1150515,1151534,1163257,1528983,1529011,1533937,1536020,1611373,1934144,1934164,1934182,2022803,2023011
0,0,0.004975,0.47,0,1,0,0,0.06,0.082,0,0,0,0,14,1483,2872,416751,664217,664522,665342,676738,677368,677563,732142,738304,1147400,1150514,1150566,1164025,1528982,1528996,1533925,1536019,1536918,1934144,1934166,1934320,2022803,2023006
0,0,0.006633,0.11,0.08,0.096719,0.246,0.04,0.1,0.112,0,0.1,0,0.08,20,1481,16985,425727,664216,664521,664937,676734,677367,677399,732288,752745,1147547,1150512,1150553,1179367,1528982,1528997,1534394,1536021,1551788,1934144,1934163,1934182,2022803,2029527
0,0,0.029851,0.03,0.02,0.092625,0.088,0.05,0.1,0.066,0,0.1,0.1,0.02,19,1507,2032,415606,664216,664521,669449,676733,677367,677497,734121,737432,1148087,1150513,1150680,1163036,1528985,1529033,1533925,1536019,1536022,1934144,1934164,1934179,2022802,2022898
1,0,0.004975,0.01,0.08,0.125547,0.446,0.18,0.38,0.774,0,0.8,0,0.08,16,1522,2034,415607,664216,664522,664958,676736,677367,677374,733085,737435,1147388,1150512,1151284,1163039,1528982,1529304,1533924,1536018,1536025,1934144,1934163,1934181,2022801,2022897
0,0.15,0.077944,0.01,0.04,0.000016,0.004,0.03,0.02,0.004,0.1,0.1,0,0.04,88,1475,8340,423806,664217,664524,664930,676734,677367,677377,733001,743909,1147364,1150514,1156676,1170168,1528983,1531050,1533924,1536018,1542778,1934144,1934164,1938248,2022801,2022897
1,0,0.013267,0,0,0.307156,0.066,0.02,0.18,0.066,0,0.1,0,0,17,1960,8693,420118,664221,664526,667411,676733,677367,677371,732673,744271,1147909,1150513,1153913,1169206,1528986,1530717,1533924,1536018,1541819,1934144,1934163,1934205,2022801,2022897
1,0.45,0.038143,0.02,0.12,0.019797,0.054,0.1,0.56,0.054,0,0.1,0,0.12,14,1487,2194,415629,664216,664527,664581,676742,677367,677477,732087,737597,1147334,1150512,1150541,1163059,1528982,1529006,1533924,1536018,1536132,1934144,1934164,1934185,2022801,2022897
0,0,0.021559,0.03,0,0.333156,0,0,0,0,0,0,0,0,16,1565,2701,416508,664219,664522,666467,676773,677367,677371,733106,738131,1148275,1150512,1150811,1163821,1528986,1529106,1533925,1536020,1536745,1934144,1934167,1934634,2022808,2022914
0,0,0.004975,0,0.06,0.031125,0.01,0.06,0.1,0.01,0,0.1,0,0.06,15,1495,2032,421503,664217,664521,665738,676735,677367,709395,733086,737432,1148258,1150517,1150608,1163036,1528989,1529004,1533925,1536021,1536022,1934144,1934163,1938793,2022804,2026896
0,0,0.008292,0.08,0.28,0.182125,0.092,0.1,0.38,0.092,0,0.1,0,0.38,15,1602,2032,415606,664216,664521,664672,676733,677367,677371,732236,737432,1147467,1150514,1151532,1163036,1528982,1529176,1533925,1536019,1536022,1934144,1934163,1934178,2022803,2039578
0,0,0.003317,0.01,0,0.079078,0.466,0.07,0.16,1,0,0.3,0,0,21,1496,2037,415609,664218,664522,664900,676750,677367,677519,732294,737438,1147554,1150512,1150713,1163042,1528982,1529055,1533924,1536018,1536028,1934144,1934164,1934184,2022801,2022897
0,0,0.008292,0.92,0.24,0.046766,0.476,0.04,0.6,0.752,0,0.2,0,0.32,14,1479,2032,416061,664216,664522,665046,676733,677367,677505,732423,737432,1147672,1150512,1151337,1163036,1528982,1529411,1533936,1536019,1536022,1934146,1934166,1934248,2022804,2023061
1,0.05,0.006633,0.09,0.14,0.004562,0.026,0.01,0.18,0.018,0.1,0.1,0,0.14,14,1479,2032,423093,664216,664522,665729,676733,677367,679828,733103,737432,1147675,1150512,1150546,1163036,1528984,1528994,1534167,1536021,1536022,1934144,1934164,1939937,2022804,2027582
0,0,0.004975,1,0,0.000156,0,0,0.62,0.056,0,0,0,0,23,1477,257153,594670,664216,664522,665648,676733,677367,677371,733135,1007412,1147618,1150514,1150584,1401789,1528986,1529001,1533925,1536020,1775431,1934144,1934167,1990826,2022802,2022903
0,0,0.003317,0,0,0.135891,0.722,0.09,0,0.198,0,0.1,0,0,16,1508,2033,415607,664217,664522,673688,676734,677367,677371,734855,737433,1149649,1150514,1150675,1163037,1528982,1529138,1533924,1536018,1536023,1934146,1934164,1934181,2022801,2022897
0,0,0.006633,0.05,0.22,0.02475,0,0,0.58,0.11,0,0,0,0.22,14,1507,2493,415912,664216,664521,664746,676733,677367,677372,732219,737909,1147452,1150518,1152561,1163551,1528982,1529733,1533935,1536020,1536514,1934144,1934163,1934450,2022802,2023355
1,0,0.006633,0.07,0.12,0.002672,0,0,0.16,0.016,0,0,0,0.12,14,1481,2032,415660,664216,664521,664932,676733,677367,677371,732275,737432,1147534,1150512,1150553,1163036,1528986,1528997,1534011,1536019,1536022,1934144,1934163,1934226,2022803,2022998
1,0.3,0.043118,0,0,0.012281,0.078,0.06,0.08,0.008,0.1,0.1,0,0,14,1723,2032,423412,664217,664522,665303,676733,677367,677371,732152,737432,1147407,1150513,1151633,1181211,1528983,1529745,1533924,1536018,1536022,1934146,1934165,1934510,2022801,2022897
0,0.05,0.003317,0,0,0.012484,0.196,0.02,0.46,0.236,0.1,0.2,0,0,14,1508,2033,415607,664219,664523,664601,676733,677367,677409,732202,737433,1147408,1150518,1150585,1163037,1528983,1529049,1533924,1536018,1536023,1934144,1934164,1934181,2022801,2022897
0,0,0.038143,0.01,0.18,0.407438,1,0.01,0.1,0.742,0,0.1,0,0.2,14,1499,2294,415674,664216,664523,665224,676733,677368,678763,732346,737704,1147596,1150512,1150547,1163332,1528983,1529010,1533925,1536019,1536301,1934144,1934164,1934227,2022802,2022905
0,0,0.014925,0.12,0,0.030203,1,0.03,0.48,0.308,0,0.1,0,0.3,15,1475,2044,415620,664216,664522,666048,676733,677367,677371,732805,737445,1147471,1150512,1150768,1163050,1528983,1529087,1533924,1536018,1536036,1934145,1934167,1934196,2022801,2022897
1,1,0.004975,0.13,0.04,0.000031,0.01,0.7,0.12,0.012,0.2,0.2,0,0,14,1494,2206,415824,664216,664524,664977,676733,677367,677814,732120,737615,1147372,1150516,1150822,1163237,1528982,1529218,1533925,1536019,1536214,1934144,1934173,1934389,2022807,2046915
1,0.2,0.077944,0.01,0.08,0.000016,0.004,0.1,0.28,0.094,0.1,0.3,1,0.02,15,1592,2032,415612,664216,664522,664547,676733,677367,677371,732097,737432,1147342,1150512,1151575,1163058,1528988,1529145,1533924,1536018,1536230,1934145,1934163,1934180,2022801,2022897
0,0,0.028192,0.02,0.02,1,0,0,0.02,0.038,0,0,0,0.02,14,1481,130494,520471,664216,664521,664845,676734,677368,680733,732145,873494,1147402,1150512,1150553,1287910,1528983,1528997,1533925,1536019,1670411,1934144,1934163,1963669,2022803,2026468
1,0,0.003317,0,0,0.3665,0.066,0.03,0,0.042,0,0.1,0,0,17,1508,2033,415607,664217,664522,665688,676733,677367,682788,732726,737433,1147954,1150515,1151086,1163037,1528983,1529392,1533924,1536018,1536023,1934144,1934163,1934181,2022801,2022897
0,0,0.004975,0.01,0.3,0.005953,0.612,0,0.52,0.442,0,0,0,0.46,17,1504,2032,415612,664216,664522,666248,676734,677367,677626,732450,737472,1147700,1150514,1150842,1163052,1528982,1529101,1533924,1536018,1536038,1934144,1934163,1934180,2022801,2022897
0,0,0.004975,0,0.06,0.009594,0,0,0.06,0.006,0,0,0,0.06,14,1496,2038,415609,664216,664522,664804,676734,677367,677371,732306,737439,1147559,1150514,1150803,1163044,1528986,1529055,1533924,1536018,1536030,1934144,1934163,1934184,2022801,2022897
0,0,0.004975,0,0,0.072641,0.004,0.02,0.02,0.004,0,0.2,0,0,14,1599,2032,415606,664224,664521,665131,676735,677367,677373,732540,737432,1147428,1150512,1151467,1163036,1528983,1529423,1533924,1536018,1536022,1934144,1934163,1934178,2022801,2022897
0,0,0.006633,0.07,0.24,0.047047,0.252,0.05,0.82,0.242,0,0.2,0,0.24,18,1496,2037,415609,664218,664524,664669,676733,677367,677373,733001,737438,1147364,1150512,1150713,1163042,1528982,1529055,1533924,1536018,1536028,1934144,1934164,1934184,2022801,2022897
0,0,0.036484,0.06,0,0.614,0,0,0,0,0,0,0,0,15,1475,2032,415606,664216,664522,665459,676733,677367,677404,732465,737432,1147717,1150512,1150781,1163036,1528984,1529217,1533924,1536018,1536022,1934144,1934165,1934188,2022801,2022897
1,0,0.003317,0,0,0.125312,0.052,0.06,0,0.16,0,0.2,0,0,17,1549,21800,429300,664216,664526,665351,676735,677367,677371,732623,757578,1147867,1150513,1150789,1184126,1528982,1529082,1533934,1536019,1556689,1934144,1934163,1936853,2022812,2024856
1,0.05,0.00995,0.11,0.12,0.021078,0.012,0.1,0.14,0.018,0,0.4,0,0.12,14,1481,195771,416819,664216,664521,664640,676735,677367,677576,732516,923001,1147483,1150515,1150749,1164078,1528982,1528997,1533928,1536021,1545693,1934144,1934163,1935054,2022803,2023663
0,0,0.008292,0.44,0.06,0.026234,0.396,0.01,0.84,0.12,0,0.1,0,0.64,15,1528,2117,415728,664216,664522,665164,676734,677367,679420,732511,737522,1147758,1150512,1150855,1163145,1528983,1529144,1533925,1536020,1536124,1934144,1934166,1934221,2022802,2022900
0,0.2,0.006633,0.05,0.06,0.000219,0.016,0.05,0.04,0.006,0.1,0.2,0,0.06,14,1584,2032,415606,664216,664525,664571,676739,677367,677802,732092,737432,1147341,1150516,1153627,1163036,1528982,1529287,1533924,1536018,1536022,1934144,1934163,1934178,2022801,2022897
1,0,0.006633,0.04,0.02,0.032938,0.004,0.03,0.02,0.004,0,0.1,0,0.02,16,1481,7108,422362,664216,664521,664932,676734,677367,681479,732275,742649,1147534,1150513,1150544,1168853,1528983,1528997,1534073,1536021,1541476,1934144,1934163,1934179,2022803,2022898
0,0,0.006633,0,0,0.092406,0.348,0.07,0.02,0.91,0,0.4,0,0,14,1515,2033,415607,664217,664525,671028,676733,677367,677371,733935,737433,1148966,1150513,1151964,1163037,1528982,1529920,1533924,1536018,1536023,1934144,1934163,1934181,2022801,2022897
1,0.05,0.12272,0.02,0.08,0.006547,0.014,1,0.7,1,0.1,1,0,0.08,19,1481,2035,415610,664216,664522,666302,676733,677367,678893,732999,737436,1147917,1150518,1150570,1163040,1528988,1529012,1533930,1536020,1536026,1934144,1934169,1934182,2022803,2022904
0,0,0.004975,0.12,0.76,0.181719,0.504,0.05,0.12,0.482,0,0.1,0,1,14,1623,2032,415606,664217,664523,665234,676733,677367,677373,733208,737432,1147832,1150514,1152766,1163036,1528982,1529222,1533925,1536020,1536022,1934144,1934163,1963294,2022815,2023035
0,0,0.004975,0.06,0.16,0.652375,0,0,0.2,0.004,0,0,0,0.18,14,1786,21460,421530,664216,664523,664623,676733,677367,689386,732203,757208,1147468,1150514,1153838,1183889,1528982,1529859,1533924,1536018,1556362,1934144,1934166,1935457,2022801,2022897
